scrape_date,company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
,,,,,,,,,,
,,,,,,,,,,
2024-02-26 01:58,Equinix,"Stockholm, Stockholm County, Sweden",3 days ago,30 applicants,Data Center Critical Facilities Engineer,"Who are we?Equinix is the world’s digital infrastructure company®, operating over 250 data centers across the globe. Digital leaders harness Equinix's trusted platform to bring together and interconnect foundational infrastructure at software speed. Equinix enables organizations to access all the right places, partners and possibilities to scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value, while supporting their sustainability goals.Joining our operations team means that you will be at the forefront of all we do, maintaining critical facilities infrastructure as part of a close-knit team delivering best-in-class service to our data center customers. We embrace diversity in thought and contribution and are committed to providing an equitable work environment that is foundational to our core values as a company and is vital to our success.Data Center Critical Facilities EngineerJob SummaryThe data center critical facilities engineer level III is responsible for maintaining all critical infrastructure on site, both delivering in house maintenance and coordinating vendors to ensure full availability of the site and services to customers. The Engineer is expected to perform maintenance, corrective repairs and engage with customers directly regarding their services and installations where required. Collaborates with other stakeholders and teams to respond to and resolve incidents and to keep the data center running smoothly.ResponsibilitiesFacility/Infrastructure MaintenancePerforms site inspections and monitors the building and Data Center alarmsPerforms preventative maintenance on site infrastructure (e.g. maintenance of primary infrastructure), and manage vendors to deliver maintenanceAssists more senior staff in repairs and corrective maintenanceSite AdministrationCompletion of site logs and data gathering for work permits, such as MOPs and scriptsIncident ManagementInitial response to on site incidents and infrastructure alarms, assessing the issue, mitigating the impact and working to resolve the faultParticipate in on call rotation to enable response to on site issues and attend where requiredWork Orders / Electrical InstallationsCompletes basic work requests such as but not limited to circuit installations, perform troubleshooting and electrical repairs and minor installations on electrical systemsCollaborationEngage with and collaborate with other teams including operations, engineering, logistics and financeSupport on site or region wide projects to improve site infrastructureDevelop and lead site projects where appropriateQualificationsElectrical or Mechanical engineering degree or similar qualificationECY QualifiedFluency in written and spoken English is a mustProficiency in Swedish is desirable but not requiredExperienceExperience and knowledge in either HVAC, generators, UPS systems, electrical systemsHeavy industry or critical environment (Data Centers, Marine, etc…) preferrableEither mechanical or electrical industry experience and qualificationExperience in maintenance and operations environmentRole RequirementsWillingness to work shifts and on-call rotationsDelivery of maintenance on critical systems (where skills / experience appropriate)Skills / ApproachYou have a can-do attitude, self-motivated, works well in teams and has good customer service skillsExcellent communication skillsTeam player and high ownershipEquinix is committed to ensuring that our employment process is open to all individuals, including those with a disability. If you are a qualified candidate and need assistance or an accommodation, please let us know by completing this form.Equinix is an Equal Employment Opportunity and, in the U.S., an Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to unlawful consideration of race, color, religion, creed, national or ethnic origin, ancestry, place of birth, citizenship, sex, pregnancy / childbirth or related medical conditions, sexual orientation, gender identity or expression, marital or domestic partnership status, age, veteran or military status, physical or mental disability, medical condition, genetic information, political / organizational affiliation, status as a victim or family member of a victim of crime or abuse, or any other status protected by applicable law.
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Management and Manufacturing,Internet Publishing
2024-02-26 01:58,emagine,Greater Stockholm Metropolitan Area,2 days ago,,Software Engineer - Greenfield project - Golang/AWS,"Our client a great scale up and upcoming player is looking for an experienced Software Engineer who will work on a greenfield project. This is an exciting opportunity to join a new project, shape and build everything from scratch. The current process is done manually using tooling in Golang, but the plan is to automate the process, design and build the system that will replace the manual tooling in AWS.The client is based in Stockholm and requires on site 2-3 days per week so we are looking for someone based in StockholmWe are looking for someone who has experience from building solutions from scratch or automate existing solutions, preferably you have experience from startups/scale up companies and you are an experienced backend engineer used to working with cloud solutions. Today they work with Golang and AWSBesides the technical part you will need to be able to communicate with external and internal stakeholders and work close to the business.As a person you are curious, not afraid to jump into new areas with focus on drive and strong communication skills.
        


        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting
2024-02-26 01:58,Bravura Sverige,"Stockholm, Stockholm County, Sweden",5 days ago,,Systemutvecklare inom Business Intelligence och Data Warehouse,"Är du ute efter en fortsatt värld av möjligheter inom systemutveckling, Business Intelligence och Data Warehouse? Känner du igen dig som en kreativ problemlösare som trivs med att arbeta kundnära och driva förändring framåt? Om du vill vara en nyckelspelare i en dynamisk miljö där ditt engagemang formar framtiden – då är Tyfoon Consulting där du hör hemma.Om tjänstenDen här tjänsten är en direktrekrytering vilket innebär att rekryteringsprocessen sker genom Bravura och du anställs direkt hos Tyfoon Consulting.Om företagetTyfoon Consulting är ett mindre konsultbolag baserat i Stockholm som nu vill bli större tillsammans med dig. Vi kommer de närmaste åren satsa stort på vårt expertisområde - Business Intelligence och Data Warehousing. Idag har vi ledarkompetens inom området som exempelvis projektledare, tekniska projektledare, testledare och SCRUM-masters och vill nu bli fler på utvecklingssidan. Vi söker dig som älskar att arbeta med utveckling, databaser och datahantering. Vi har en spännande resa framför oss som inte är färdig på långa vägar. Vi tror på teamets gemensamma förmåga, vi behöver varandra för att åstadkomma förändring hos våra kunder och för att utvecklas, både som individer och som grupp. Vi letar efter fler medarbetare som kan bli en del av vårt fantastiska team och bli en del av vår resa framåt.ArbetsuppgifterI rollen som systemutvecklare inom Business Intelligence och Data Warehouse kommer ditt huvudsakliga fokus vara på att designa och implementera effektiva lösningar samt optimera och hantera Data Warehouse-strukturer. Du kommer inledningsvis vara engagerad i uppdrag hos våra kunder och i framtiden kommer du successivt vara delaktig i att bygga och leda ett kundteam. Dina konkreta arbetsuppgifter inkluderar att skapa användarvänliga dashboards, rapporter och samarbeta nära olika avdelningar för att tillgodose deras specifika datakrav. Du förväntas vara proaktiv med att introducera nya teknologier och bästa praxis för att förbättra systemens prestanda och funktionalitet. Rollen fokuserar på att tillhandahålla tekniska lösningar inom BI och Data Warehouse, där du kommer vara direkt involverad i praktiska implementeringar och optimeringar för att möta både interna och externa krav. Designa och implementera Business Intelligence-lösningar Optimera och hantera Data Warehouse-strukturer Engagera dig i uppdrag hos kunderUtbildning, erfarenhet och personliga egenskaper Relevant utbildning inom datavetenskap, informationsteknologi eller liknande Erfarenhet som systemutvecklare inom Business Intelligence och Data Warehouse Erfarenhet av ETL-verktyg Meriterande med konsulterfarenhet Flytande kunskaper i svenska och engelska både skriftligt och muntligtVi söker dig som gillar att utforska, som alltid är nyfiken och som alltid är redo att kasta sig in i nya utmaningar. Att arbeta i en mångfald av miljöer får ditt hjärta att slå lite snabbare, särskilt när det handlar om den spännande världen av systemutveckling, Business Intelligence och Data Warehouse – ett område som är lika komplext som det är fängslande. Du är den som trivs med att driva saker framåt, med energi och entusiasm.Din passion för att lära och dela med dig av kunskap är smittsam. Att vara hjälpsam är en naturlig del av vem du är, och du tror på att höja hela laget. Orädd och alltid redo att ställa de där frågorna som leder till banbrytande lösningar – det är du. Du ser hinder som möjligheter och går alltid framåt.Det är inte bara ett jobb, det är en chans att vara med och bygga något stort. Vi är inte som de stora företagen med alla sina rutiner på plats, men vi ser det som en fördel. Du älskar tanken på att vara en del av ett mindre, agilt team där din flexibilitet och vilja att driva företaget framåt gör en verklig skillnad. Är du redo för en resa där du inte bara anpassar dig till förändring, utan aktivt formar den?Övrig informationStart Enligt överenskommelsePlats StockholmLön Enligt överenskommelseFunderingar kring Bravuras rekryteringsprocess? Du finner svar på de vanligast förekommande frågorna härÄr du nyfiken på hur vår rekryteringsprocess är upplagd? Du hittar mer information härHar du frågor om tjänsten eller kring din registrering är du välkommen att kontakta vår kandidatsupport på vår chatt, info@bravura.se eller 010-171 47 10 så hjälper vi dig. Ange vilken tjänst det gäller.Vi rekommenderar att du skickar in din ansökan omgående då vi gör ett löpande urval. Välkommen med din ansökan!
        


        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Engineering and Information Technology,Staffing and Recruiting
2024-02-26 01:58,Canonical,"Stockholm, Stockholm County, Sweden",5 days ago,,Software Engineer - Cross-platform C++ - Multipass,"Use your deep C++ skills on Windows and MacOS to build an amazing open source developer experience with Multipass, the workstation mini-cloud at your fingertips which provides Ubuntu and appliance VMs on demand for build, test and prototyping. The Multipass team is hiring a Software Engineer to join our distributed team. We greatly value quality in our code, and great user experience.Multipass is published for macOS, Windows, and also Linux. Think of it as a workstation mini-cloud. At its simplest you can simply say multipass launch and you will get a new VM on your workstation. You can feed that VM data, just as you would on a public cloud like AWS, Azure or GCP.The goal is not to be a full cloud of course. The goal is to give developers a local cloud on their workstation, which they can use to run builds in the background, or to try cloud appliances, or to test their own cloud deployments and cloud-init scripts, free of charge. People sometimes use it as a build farm on a shared server, for example.As a Software Engineer you are expected to play a leadership role designing, mentoring, reviewing and of course coding.Location: This is a remote position available in EMEA and the Americas.What you will focus onEnsure Multipass is easy and intuitive to useArchitect new features and design the user experienceWrite high-quality code to create new features and fix bugsReview code and architecture as part of Canonical's engineering processCollaborate proactively with a distributed teamDebug, track down and fix issues encountered by our usersFoster the open source community and support customers when neededTravel internationally for up to two weeks, twice a year, for company eventsWhat we are looking for in youCross-platform development experience on macOS and/or WindowsExpertise in modern C++ developmentExperience with software testing and test-driven developmentExtremely high personal standards for code quality, testing and designKnowledge of hypervisor technologies such as Hyper-V, VirtualBox, KVM, and QEMUOpen source experience and involvementKnowledge of CI systems a plusCapacity to learn quickly about new systems and techniquesExcellent communication skills in English - both verbal and writtenBachelor's or equivalent in Computer Science, STEM or similar degreeWhat we offer youWe consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay, we offer a performance-driven annual bonus. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally.Distributed work environment with twice-yearly team sprints in personPersonal learning and development budget of USD 2,000 per yearAnnual compensation reviewRecognition rewardsAnnual holiday leaveMaternity and paternity leaveEmployee Assistance ProgrammeOpportunity to travel to new locations to meet colleaguesPriority Pass, and travel upgrades for long haul company eventsAbout CanonicalCanonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world on a daily basis. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do. Canonical has been a remote-first company since its inception in 2004. Working here is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
2024-02-26 01:58,Zettle by PayPal,"Stockholm, Stockholm County, Sweden",3 days ago,38 applicants,Software Engineer Mobile/Web Intern,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.Job Description Summary:What you need to know about the role This is an exciting opportunity to work on interesting problems together with talented peers in a cross-functional agile team. You will create modern digital products that affect people’s lives for the better within PayPal globally. Meet our team Customer centric team, on a mission to help merchants give reasons to their customers to return. We serve millions of customers. We work as an agile cross functional team and like to deliver small high quality increments regularly for our customers. We are excited to welcome a new intern to our team and are here to support your learning journey in ways that suit you. Internship location – Stockholm, Sweden Internship duration – 6 months, starting April / May 2024Job Description:Your way to Impact In this role you will get the opportunity to work cross functionally across Mobile (Android/iOS) and Web with a skilled and high performing team, to deliver a world class experience for our users. You will tap into their years of delivery experience to turbo boost your learning so that you can help deliver exciting features and improvements to the merchants customer experience at scale and across multiple geolocations.Your day to day You will focus on your learning while helping to deliver high quality solutions to our users.Collaborate with the team to define, design, and ship new features.You will work closely with product to understand context and vision. You will learn and work with your peers in the Android chapter to make incremental platform improvements and increase learning opportunities for all in a supportive environment.You can bring your desire to innovate during and hack weeks and lab days on a bi-monthly basis.What Do You Need To BringYou will love developing on mobile and web platforms** and bring that enthusiasm.You will have an eye for good design**You will have a desire to learn and improve your skillsYou will bring curiosity and energy to your workYou will bring a desire to create fantastic outcomes for usersYou will be at ease sharing your knowledge, experience and opinions, but also appreciate input from your peers We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don't hesitate to apply.Our Benefits:At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.comWho We Are:To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspxPayPal has remained at the forefront of the digital payment revolution for more than 20 years. By leveraging technology to make financial services and commerce more convenient, affordable, and secure, the PayPal platform is empowering more than 400 million consumers and merchants in more than 200 markets to join and thrive in the global economy. For more information, visit paypal.com.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.As part of PayPal’s commitment to employees’ health and safety, we have established in-office Covid-19 protocols and requirements, based on expert guidance. Depending on location, this might include a Covid-19 vaccination requirement for any employee whose role requires them to work onsite. Employees may request reasonable accommodation based on a medical condition or religious belief that prevents them from being vaccinated.REQ ID R0105659
        


        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Engineering and Information Technology,"Software Development, Technology, Information and Internet, and Financial Services"
,,,,,,,,,,
2024-02-26 01:58,Accedo.tv,"Stockholm, Stockholm County, Sweden",5 days ago,,Software Engineer - Roku (Brightscript),"DescriptionAbout the TeamWe are passionate about technology and building fantastic software products. We are experts and leaders in the realm of video streaming. It’s no coincidence that some of our customers are giants like Netflix, Spotify, BBC, HBO and Deutsche Telekom, just to name a few. Our mission is to innovate continuously and to disrupt the industry by creating a scalable platform for building impactful video applications. Accedo One , our award-winning produc t is a testament to Accedo’s expertise and leadership worldwide.To continue to excel, we are growing our team with multiple openings! We’re looking for a Roku Engineer to join our team in Stockholm. (Did we say we have offices all over the world, including Stockholm, Budapest, London, New York, Toronto, Sydney, and Hong Kong, amongst others?). At Accedo you will be part of a diverse and multi-disciplined development team, gaining exposure to cutting edge technologies.What We OfferCompetitive salary and benefitsPremium pension planCompany life, health and injury insuranceYearly health allowance Yearly training budget - which can be spent on IT conferences or online trainingsNice, spacious downtown office in the hip neighborhood of SödermalmFlexible home office options.Opportunity to participate in Hackathons and a range of company eventsWhat You Will DoPrimarily software development of Roku/Brightscript applications. You will work on delivering the Roku application of our state-of-the art products.You will play a key role in designing, building and maintaining large-scale, high availability front-end applications and owning the related platform infrastructure (e.g AWS services, build pipelines, automated testing, etc).You will also be responsible for promoting a sound engineering culture through hands-on development, code reviews, contributing to the improvement of the application architecture and enhancing engineering processes This is the team you want to join! We care about software craftsmanship, constantly improving our work and ourselves while having fun doing it!RequirementsWhat We Are Looking ForDegree in Computer Science, Software Engineering, IT or related discipline3 - 5 years professional experience developing software applicationsExperience with Brightscript/Roku’s SceneGraph XMLExperience integrating open source or 3rd party API’s and Libraries highly desirableExcellent problem solving skills and love for technical challengesExperience in Video and media based development projects (DRM, OVPs, Advertising, Analytics)Good command of English Due to Covid-19 and the associated impossibility for relocations, for now we can only accept applicants who hold a valid work permit or are eligible to work in Sweden.



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Engineering and Information Technology,Software Development
,,,,,,,,,,
2024-02-26 01:58,Cognizant,"Stockholm, Stockholm County, Sweden",2 days ago,,Gen AI Data Scientist,"What makes Cognizant a unique place to work? The combination of rapid growth and an international and innovative environment! This is creating many opportunities for people like YOU — people with an entrepreneurial spirit who want to make a difference in this world.At Cognizant, together with your colleagues from all around the world, you will collaborate on creating solutions for some of the world's greatest companies and help them become more flexible, more innovative and successful. Moreover, this is your chance to be part of the success story: we are looking for Gen AI Scientist to join our Team.As a Data Scientist with Generative AI skills, you have a strong foundation in statistics, programming, and machine learning, along with a knack for transforming data into actionable insights. As a Data Scientist at Cognizant in, Sweden, you'll have the opportunity to work on diverse projects, collaborate with cross-functional teams, and make data-driven recommendations that drive business growth.About The Team / Business UnitDigital is the paradigm of our days – everything is digital or at least smart and is to operate efficiently with the best and newest technology available, delivering insights, improving business and disrupting business models. To be successful, companies will need to demonstrate Digital capabilities to understand and get the best out of their Data, design products that build connections between people and processes, use the latest Technology. Within Cognizant the Digital Business Practice works with Clients across all Industries to help them becoming Digital: transforming their Business, Processes, and IT with a constant view on Business impacts. Human centricity is a key parameter in making conclusions and building solutions.About The RoleA Data Scientist with Generative AI Engineering skills is crucial for advancing the field of artificial intelligence and machine learning. They specialize in creating and developing generative models that have the ability to generate new content, such as images, text, and audio, based on patterns and data. Their work enables advancements in various industries, including creative arts, content creation, virtual reality, and data synthesis, expanding AI capabilities and driving innovation in applications that require realistic and creative outputs.Use the following job description template when hiring a Generative AI Engineer and customize it further based on your specific requirements.Delivering high quality and innovative solutions to our client’s needs. This will include, working within a team on the clients site: understanding the client’s pain, designing a strategy, implementing a solution, ensuring it is of high quality and mentoring junior team member.About YouWe are currently hiring a highly skilled and motivated Generative AI Engineer to join our talented engineering team. As a Generative AI Engineer, you will be responsible for developing and implementing cutting-edge generative AI models to solve complex problems and drive innovation across our organization. You will work closely with data scientists, software engineers, and product managers to design, build, and deploy AI-powered solutions that enhance our products and services.Your Key Result Areas Minimum of 2-5 years of relevant experience in Big Data, Data Science, ML, Data Engineering or as a Software developer mandatory. Proven experience as a Data Scientist or Data Analyst Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets. Experience of on-site / off-shore delivery model Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset Understanding/certification of PMP, PRINCE2 and ITIL processes and application development methodologies. Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop) Expose to data mining. Designing, developing, and implementing generative AI models and algorithms utilizing state-of-the-art techniques such as GPT, VAE, and GANs. Collaborating with cross-functional teams to define AI project requirements and ensuring alignment with overall business goals. Conducting research to stay up-to-date with the latest advancements in generative AI, machine learning, and deep learning techniques and identify opportunities to integrate them into our products and services. Optimizing existing generative AI models for improved performance, scalability, and efficiency. Developing and maintaining AI pipelines, including data preprocessing, feature extraction, model training, and evaluation. Developing clear and concise documentation, including technical specifications, user guides, and presentations, to communicate complex AI concepts to both technical and non-technical stakeholders. Contributing to the establishment of best practices and standards for generative AI development within the organization. Providing technical mentorship and guidance to junior team members.What You Can Expect Become part of a ‘flag ship’ success story - We go through enormous growth! Organization that is passioned about technology – We have a tremendous technology backbone Open, ‘can do’ team spirit Environment where you can make your own ideas reality Drive your own career Market conform benefitsAbout CognizantCognizant (Nasdaq-100:CTSH) is in the forefront of the world's greatest professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients up to speed with digital at www.cognizant.com or follow us @Cognizant.Diversity and Inclusion at CognizantAt Cognizant, we believe diversity and inclusion are at the heart of our ability to execute successfully and consistently over the long term. We recognize that our people are our most important asset. We strive to create an environment where all associates feel comfortable to be themselves, feel accepted and can therefore thrive both personally and professionally. We continue to drive D&I throughout our organization to unlock the insights, imagination and innovation of our associates, as well as reflect the diversity of our clients and communities. We are a European Top Employer and continually drive employment recognition and engagement through employee-friendly policies and affinity groups such as “Women in Cognizant Consulting”, “Women Empowered”, “Embrace LGBTQ+” and “Race Equality Network”.Employee Status : Full Time EmployeeShift : Day JobTravel : NoJob Posting : Feb 23 2024About CognizantCognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
2024-02-26 01:58,Klarna,"Stockholm, Stockholm County, Sweden",1 day ago,74 applicants,Senior Software Engineer - JavaScript,"We are on a mission  to liberate humanity from all the meaningless time spent managing their purchases and finances, so they can do more of what they love. Klarna was founded on a bold belief: that people are capable of achieving the extraordinary, even when faced with the seemingly impossible. Our journey has been one of continuous learning, facing immense challenges head-on, dedicating countless hours of hard work, and never wavering in our commitment or resilience - and now we are looking for individuals to join us on our journey and contribute to our mission.Our engineers make some of the most significant decisions for the company and we are looking for bold, open and curious developers.Want to be part of the change? We're expanding several of our engineering teams, including; teams working on our core checkout product, payment services, fraud prevention, or improving our billing service and shipping credentials to name a few.What You’ll Get To DoOwn services end to end. Decide how best to build, test, deploy and monitorWork with large scale, highly available and resilient modern financial systemsBe an integral part of a team, in addition to its culture and ways of working. Common practices include agile methodologies, pair and mob programmingWork with automated deployment enabling code release multiple times a daySucceed, fail, and learn with other talented people. We believe in an environment that provides an opportunity for growth and see education as an outcome of failure that gets us closer to the next breakthroughTake ownership of system design, work with domain architects, own end-to-end problems, manage stakeholder communication, and mentor junior engineersDrive knowledge sharing through demos, presentations, and tutorialsTo succeed in this role, we think you should have:Strong coding ability in JavascriptExperience with advanced JavaScript libraries and frameworksExperience with APIs and product developmentA passion for writing clean and testable codeExperience with Agile practices (Pairing, TDD, BDD, Continuous Integration, Continuous Delivery)Working proficiency in EnglishSome of the technologies you’ll get to work with:JavaScript/ TypeScriptReact and React NativeReduxNode.js and Express.jsAWS, Splunk, Ansible, Terraform, Jenkins, Docker and Kubernetes We know some people might not think they tick every box (ie coming from a non-JS background). But if you're excited about the prospect of joining Klarna and believe you can add value, we'd still love to hear from you.How to apply: please send us your CV or LinkedIn profile in English.Relocation: Unfortunately we do not offer relocation for these roles and would need suitable applicants to have the right to work in the EU i.e Citizenship, Residency, EU Passport, Bluecard etcAbout KlarnaSince 2005 Klarna has been on a mission to revolutionize the retail banking industry. With over 150 million global active users and 2 million transactions per day, Klarna is meeting the changing demands of consumers by saving them time and money while helping them be informed and in control. Over 450,000 global retail partners, including H&M, Saks, Sephora, Macys, IKEA, Expedia Group, and Nike have integrated Klarna's innovative technology to deliver a seamless shopping experience online and in-store. For more information, visit Klarna.comIt is our commitment that every qualified person will be evaluated according to skills regardless of age, gender, identity, ethnicity, sexual orientation, disability status or religion. Please refrain from including your picture and age with the application.About Engineering At KlarnaEngineering at Klarna is an inspired, customer focused community, dedicated to crafting solutions that redefine our industry. Working in small, highly collaborative Agile teams, you and your team will have a clear mission and ownership of an important outcome that supports Klarna and our customers. At Klarna we optimise for quality, flow, fast feedback, focusing on end-to-end ownership, continuous improvement, testing, monitoring, and experimentation. We aim for teams that are inclusive, helpful, and have a strong sense of ownership for the things they build.Check out what it's like to be an engineer at Klarna here .
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Finance, Information Technology, and Engineering","IT Services and IT Consulting, Software Development, and Financial Services"
2024-02-26 01:58,Qbtech,"Stockholm, Stockholm County, Sweden",7 hours ago,,Senior Software Engineer (Backend) - Java & Kotlin,"Would you like to take part in transforming healthcare? Qbtech is the global market leader in professional ADHD tests, providing tests that are both CE marked and FDA cleared for use as an aid in the assessment and treatment evaluation of ADHD for people age 6-60. Our vision is to transform healthcare by providing a complete system of leading objective tests, products and services that empowers clinical and financial decision-makers to improve outcomes and support patients to better understand their symptoms and treatment.Qbtech is present in 14 countries with offices in Stockholm, London and Houston. Over the next years, Qbtech will make significant investments into new products, technologies and people to further strengthen their services and product offerings with the aim of building an ecosystem with solutions for providers, clinicians and patients.About The RoleWe are looking for a Senior Software Engineer (SSE) for backend works in our product engineering team with systems / services development for the Qbtech platform.Primary implementation languages are Java & Kotlin. The main focus of the work is coding (development) but an SSE works with the entire software delivery lifecycle.The role is based in Stockholm, Sweden and will report to Director of Engineering.There is no possibility of a complete remote role. This is Hybrid with at least 3 days a week from office.Work Type:Hybrid work setting (at least 3 days work from office per week).Full time (permanent).Essential Duties And ResponsibilitiesQbtech’s development of products and services are controlled by Qbtech Quality Management Systems, international standards and certificates as well as specific laws. In accordance with those, essential duties and responsibilities are:Develop and document new product features & stories.Code reviews for peers.Maintain and improve legacy code.Manage DevOps and cloud infrastructure provisioning.Manage software deployment.Troubleshooting/investigation of incidents and bug fixing.We are looking for someone who has:Extensive development skills using Java and Kotlin.Strong problem-solving mentality.Knowledge of the Ktor framework.Knowledge of at least one well known test framework such as Junit.Good knowledge of network infrastructure related to web application (examples: load balancer, firewall, security groups, CDN etc.).Experience of working with service provisioning for at least one of the following cloud services platforms (AWS, Google Cloud, Microsoft Azure).Experience of an infrastructure as code (Terraform).Experience with containerised software (Docker).Experience from working with Agile development methodologies.Excellent written and verbal skills.At least 6-8 years documented experience.Qualifications Required for Position:Bachelors / Master’s degree in Computer Science or related field.Fluent in English.What can Qbtech offer you?At Qbtech you will have the opportunity to work with something meaningful that helps people understand ADHD while transforming healthcare.You will work in an international environment together with some of the leading experts in the world. You will lead the development of best in class as well as first in class products and services – globally. There are plenty of opportunities to learn and grow and to expand into other technologies within the company.We provide a creative environment where battle proven technologies work hand in hand with new, fresh from the shelves, solutions. If we can do it smarter, we will!



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Engineering and Information Technology,Medical Equipment Manufacturing
