company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Harnham,"London, England, United Kingdom",2 days ago,,Analytics Engineer,"*THIS ROLE DOES NOT OFFER SPONSORSHIP TO WORK IN THE UK*ANALYTICS ENGINEERLONDON - HYBRID £55,000 - £65,000.The perfect opportunity for an Analytics Engineer to join a thriving data team for a Software company within the telecommunications industry.THE COMPANYThis company is a leading innovator in the mobile advertising space, dedicated to revolutionising how users engage with content and brands on their mobile devices. Our platform connects millions of users with personalized content while offering unique advertising experiences.THE ROLEAs an Analytics Engineer, you will play a crucial role in leveraging data to drive insights and optimize business operations.Manage data transformation processes using DBT (Data Build Tool).Develop complex SQL queries to extract and manipulate data from various sources.Build and maintain query pipelines in DBT and SQL for data processing and analysis.Create visually appealing and interactive Tableau dashboards to present insights and key performance metrics. YOUR EXPERIENCEIf you are an Analytics Engineer with experience in shaping data infrastructure and strong analytical capabilities., then this could be a dream opportunity.Please apply if you have:Proven experience as an Analytics Engineer or similar role, preferably in a retail or e-commerce environment.Proficiency in Looker or Tableau for reporting and dashboard building as well as SQL for data extraction, transformation, and querying.Proficiency in managing DBT for data transformation and modeling.THE BENEFITSA successful Analytics Engineer will receive:A salary of up to £65,000 per annum.Opportunity to work with a fast-growing company with a great culture.Hybrid working.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
,,,,,,,,,
aramco,"England, United Kingdom",5 days ago,71 applicants,"Computer Engineer / System Developer (Technology, Oversight & Coordination) - Relocate to Saudi Arabia, Permanent Expat Family Relocation Package","Please note that this role is based in Saudi Arabia on a permanent, residential basis.Job Req ID: 12701Description: Aramco Energizes the World EconomyAramco occupies a unique position in the global energy industry. We are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer.With our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance Aramco’s value to society.Headquartered in the Kingdom of Saudi Arabia, and with offices around the world, we combine market discipline with a generations’ spanning view of the future, born of our nine decades experience as responsible stewards of the Kingdom’s vast hydrocarbon resources. This responsibility has driven us to deliver significant societal and economic benefits to not just the Kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply.We are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization.OverviewWe are seeking a computer Engineer/system developer to join the Performance group/Business Analytics of Technology Oversight & Coordination.The Performance group/Business Analytics is responsible for providing reports automation and data integration across the whole admin area.The System business analyst primary role is to enhance reporting process and data collection mechanism across TOC admin area by developing automated reports to replace all manual reports. These reports serves TOC management and provides live performance update to support decision making.Key ResponsibilitiesYou will be required to perform the following:Create automated reports using various programming tools such as SAP Lumira and power BICreate live dashboards that shows live data updatesVisualize and analyze data being presented.Create different scenario data representation.Lead the digital maturity process across TOC PPMD.Minimum RequirementsAs the successful candidate you will hold a Bachelor’s degree in computer engineering from a recognized and approved program. An advanced degree is preferred.You will have a minimum of three year experience in programming and system development.Working EnvironmentOur high-performing employees are drawn by the challenging and rewarding professional, technical and industrial opportunities we offer, and are remunerated accordingly.At Aramco, our people work on truly world-scale projects, supported by investment in capital and technology that is second to none. And because, as a global energy company, we are faced with addressing some of the world’s biggest technical, logistical and environmental challenges, we invest heavily in talent development.We have a proud history of educating and training our workforce over many decades. Employees at all levels are encouraged to improve their sector-specific knowledge and competencies through our workforce development programs – one of the largest in the world.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Engineering, Science, and Research","Chemical Manufacturing, Research Services, and Oil and Gas"
,,,,,,,,,
,,,,,,,,,
Energy Jobline,"London, England, United Kingdom",3 days ago,,"Power BI Engineer Central London, Hybrid Education in London, UK","We are looking for a Power BI Engineer Central London, Hybrid EducationEnergy Jobline would like to introduce the role of Power BI Engineer Central London, Hybrid Education based in London, UK. If you think you are a suitable match for this role, please hit the apply button for more details.Redefine and make technical/strategic changes to enhance existing Business Intelligence systems ... Experience working with Power BI and the DAX programming language * Knowledge of data modelling ...PLEASE NOTE: This job is supplied by a trusted partner. In order to read the full job description please click the 'apply' button. If you are a registered site member with an uploaded CV, you will be passed straight through. If not, then you will be asked to register a free account with us.
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting
,,,,,,,,,
,,,,,,,,,
Energy Jobline,"London, England, United Kingdom",2 days ago,,"AI Engineer in London, UK","We are looking for a AI EngineerEnergy Jobline would like to introduce the role of AI Engineer based in London, UK. If you think you are a suitable match for this role, please hit the apply button for more details. automation, data analysis, and decision-making processes. You will work closely with cross-functional teams, including data scientists, software engineers, and business stakeholders, to develop and ...PLEASE NOTE: This job is supplied by a trusted partner. In order to read the full job description please click the 'apply' button. If you are a registered site member with an uploaded CV, you will be passed straight through. If not, then you will be asked to register a free account with us.
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
Allen Recruitment Consulting,"London Area, United Kingdom",5 days ago,91 applicants,Senior Data Engineer,"Immediate & urgent contract opportunity, with 7+ years of experience for a 12-month PAYE contract role, with an excellent salary. with the possibility of getting an extension, remote working form any location within the UK.This role will focus on augmented feature development for payment transactions to maximise financial data integrity and fraud prevention across financial products. The team is dedicated to managing the data input into models and analytics to optimize metrics and KPIs, minimizing fraud and risk across various policies and assessments specific to each product.Location: UKType: Remote from any location in the UKContract type: PAYE, Inside of IR35Duration: 12 monthsVisa sponsorship: NoJob Reference: BBBH 24771Responsibilities:Develop and implement comprehensive strategies for designing, constructing, installing, testing, and maintaining robust data management systems, emphasizing scalability and efficiency.Utilize industry best practices to ensure that all systems not only meet but exceed business requirements, aligning closely with the highest standards of the industry.Take charge of the end-to-end process of designing, implementing, automating, and maintaining enterprise-level ETL (Extract, Transform, Load) processes for large-scale datasets, prioritizing optimization and reliability.Spearhead the creation of cutting-edge algorithms, prototypes, predictive models, and proof of concepts, aiming to achieve high performance and innovation in data-driven solutions.The ideal candidate has:8+ Years experience in a relevant role,Proven proficiency with SQL- gathering insightsExperience working with financial payment systemsExperience with Python,Ability to handle projects independently, working with non technical teams and translating their needs into technical requirements,Strong ETL Experience (data extract, transform & load),Data modelling experience.Still Interested in this opportunity?Submit your CV today!ORPerhaps this role didn’t fully fit your criteria, not to worry – we have many similar roles advertised on our website – www.allenrec.comPlease don’t hesitate to contact any of our team with any questions you may have on Email: info@allenrec.com or better still phone +443303351710



        
            Show more
          

          



        
            Show less",Mid-Senior level,Temporary,Information Technology,"Internet Marketplace Platforms, Software Development, and IT System Custom Software Development"
,,,,,,,,,
Miryco Consultants Ltd,"London Area, United Kingdom",2 days ago,,Senior Catastrophe Risk Analyst,"Miryco Consultants are searching for someone with 3+ years experience using the modeling tool Touchstone Re. The role is at a large London Market insurance firm and you would be reporting into the Head of Exposure.The Role:Collaborate with cross-functional teams to gather data, validate models, and ensure the accuracy of catastrophe risk assessmentsConduct in-depth analysis of catastrophe risks and exposure management, using catastrophe modelling techniques and experienceHelp drive forward good Conduct for the business to deliver the best outcomes for customers / policyholdersStay up-to-date with the latest industry trends and emerging risks, and provide thought leadership on best practices in catastrophe modellingLead scenario development exercises to assess the potential impact of various risk scenarios on our portfolios of businessTo support the continuing improvement of the department’s function and output by advancing the automation of processes where possible, leading the development of new tools and establishing new approaches to enhance view of risk



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Analyst and Management,Insurance
PM Group,"Hertfordshire, England, United Kingdom",3 days ago,,CSV Engineer,"A clinical-stage biopharmaceutical company developing next-generation, programmed T cell therapies based in the South West of the UK are seeking a CSV Consultant. Scope of Work  · Delivery of IT/OT Network Qualification for New Site and OT Network Storage (S: Drive) Validation and Data Migration Qualification projects in terms of CSV · Generating & Executing complete CSV Lifecycle documentation such as ( Creating Validation Plan, generating & Executing IQ,OQ,PQ, generating & executing Functional & Configuration specifications, support generating URS, Creating & Executing UAT, generating and executing Data Migration documents, generating Traceability matrix, generating report. Support drafting SOP). · Working closely with IT Project Manager, SME, Validation Manager and Stake holders. · Representing the client in key meetings with (IT/OT Network Qualification for New Site and OT Network Storage (S: Drive) Vendor to deliver the GxP projects.Qualifications: Intermediate to senior (7+ years) CSV (full lifecycle) experienceFull CSV lifecycle documentationIT network qualificationSAAS enterprise Experience of working with software/automation validation in a project environment. A degree level in Engineering, or Science related area Hands on attitude, specifically functional testing of equipment outlined above.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Contract,Engineering,Biotechnology Research and Pharmaceutical Manufacturing
Primis ,"London, England, United Kingdom",3 days ago,99 applicants,Business Intelligence Developer,"Job Title: BI DeveloperLocation: London (Hybrid) - All employees must be eligible to work in the UK without sponsorshipIndustry: Events ServicesSalary: £55,000 -£60,000The Role:Maintain basic operational reports in the ERPTroubleshooting databases, views and queries for accuracy and performance.Liaising with stakeholders to identify candidates for business intelligence work.Designing and developing data marts to serve visualisation for the individual business functionsAdministering the central database, which includes the data lake, data warehouse and data marts.Business Intelligence Developer Requirements:Experience of Extract-Transform-Load (ETL software.)Experience with Data WarehousingExperience with software such as Tableau, PowerBI and QlikAdvanced knowledge of Data Manipulation Language (DML) and Data Definition Language (DDL).Experience with SQLExperience of SQL Server and PostgreSQLBusiness Intelligence Developer Desirable's:Knowledge of Crystal Reports.Being able to work unsupervisedExperience working with data in the Events industryPowerBI| Tableau | SQL | ETL | Data Warehousing | Data Manipulation Language| Data Definition Language | Hybrid | UKPlease apply if you are a BI Developer and are interested in hearing more.Research indicates that men will apply to a role when they only meet 50-60% of the descriptions, however, when looking at women and other minority groups, they can look for up to a 99% match in order to apply to a role. If you feel you are a fit for our role, please still apply, don’t worry if you don’t tick every single box. We’d still love to hear from you. We encourage underrepresented talent to apply to all our roles & support accessibility needs’.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting
Zego,"London, England, United Kingdom",4 days ago,196 applicants,Senior Data Engineer,"DescriptionWe’re a commercial motor insurer on a mission to save people time and money. From nationwide taxi fleets to self-employed scooter delivery riders, our customers are our driving force. We’re making insurance fairer and more human for every one of them.When we started back in 2016, we knew that traditional insurance held businesses back. It was too complicated, too expensive and too time consuming. So we set out to change things, building insurance solutions that empower professional drivers throughout the UK and Europe.So far, we’ve raised over $200 million in funding. We’ve grown from a scrappy start-up into an industry changing organisation, and there’s plenty more to come.That’s where you come in…At Zego the Data Engineering team is integral to our data platform, working closely with Software Engineers, Data Scientists and Data Analysts along with other areas of the business. We use a variety of internal and external tooling to maintain our data repositories. We are looking for people who have a solid understanding of ETL and ELT paradigms, are comfortable using Python and SQL, hold an appreciation for good software engineering and data infrastructure principles, are eager to work with complex and fast growing datasets, reflect a strong desire to learn and are able to communicate well.Our stack involves but is not limited to Airflow, Data Build Tool (DBT), a multitude of AWS services, Stitch and CICD pipelines. As a Data Engineer you will have the opportunity to promote emerging technologies where they can add value to the business and promote better ways of working.It is an exciting time to join, and you’ll partner with world class engineers, analysts and product managers to help make Zego the best loved insurtech in the world.Over the next 12 months you will:Assist in developing and maintaining our ETL and ELT pipelines.Support our data scientists in the development and implementation of our ML pricing models and experiments.Help drive and evolve the architecture of our data ecosystem.Collaborate with product managers and across teams to bring new products and features to the market.Help drive data as a product, by growing our data platform with a focus on strong data modelling, quality, usage and efficiency.Build tailored data replication pipelines as our backend application is broken into microservices.About YouWe are looking for somebody with a working knowledge of building data pipelines and the underlying infrastructure. Experience in data warehouse design undertakings, following best practices during implementation is a big plus. You have worked with (or are keen to do so) Data Analysts, Data Scientists and Software Engineers.Practical knowledge of (or strong desire to learn) the following or similar technologies:PythonAirflowDatabases (PostgreSQL)Data Warehousing (Redshift / Snowflake)SQL (We use DBT for modelling data in the warehouse)Data Architecture including Dimensional ModellingOtherwise an interest in learning these, with the support of the team, is essential. We're looking for people with a commitment to building, nurturing, and iterating on an ever-evolving data ecosystem.Other beneficial skills include:Familiarity with Docker and/or Kubernetes (EKS)Implementation / Contribution to building a Data Lake or Data MeshHaving worked with a wide variety of AWS servicesExperience in using infrastructure as code tools (e.g. Terraform)What’s it like to work at Zego?Joining Zego is a career-defining move. People go further here, reaching their full potential to achieve extraordinary things.We’re spread throughout the UK and Europe, and united by our drive to get things done. We’re proud of our company and our culture – a friendly and inclusive space where we can lift each other up and celebrate our wins every day.Together, we’re setting the bar higher, delivering exceptional work that makes a difference. Our people are the most important part of our story, and everyone here plays a role. There’s loads of room to learn and grow, and you’ll get the freedom to steer your career wherever you want.You’ll work alongside a talented group who embrace each other's differences and aren’t afraid of a challenge. We recognise our achievements, learn from our mistakes, and help each other to be the best we can be. Together, we’re making insurance matter.How We WorkWe believe that teams work better when they have time to collaborate and space to get things done. We call it Zego Hybrid.Our hybrid way of working is unique. We don't mandate fixed office days. Instead, we foster a flexible approach that empowers every Zegon to perform at their best. We ask you to spend at least one day a week in our central London office (next to Liverpool Street). You have the flexibility to choose the day that works best for you and your team, and also provide a separate hybrid contribution to help pay towards other travel costs. BenefitsWe reward our people well. Join us and you’ll get a market-competitive salary, private medical insurance, company share options, generous holiday allowance, and a whole lot of wellbeing benefits. And that’s just for starters.We’re an equal opportunity employer and we value diversity at our company. We do not discriminate on the basis of race, religion, national origin, gender, sexual orientation, age, marital status, or disability status.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Information Technology,Information Technology & Services
,,,,,,,,,
,,,,,,,,,
Visa,"London, England, United Kingdom",3 days ago,30 applicants,Investigations Analyst,"Company DescriptionFascinated by the future and captivated by technology? Smart, driven and want to make a difference in the world? You will fit right in.By joining one of our teams at Visa Payments Limited, a division of Visa Inc since 2019, you’ll have an opportunity to shape the payments experience globally. Being part of Visa, the world’s leader in digital payments technology, our mission is to connect the world through the most creative, reliable and secure payment network, enabling individuals, businesses, and economies to thrive.Visa Payments Limited is a financial technology business that provides cross-border payment processing services to banks and payments businesses across six continents through its global network.Individuality fuels our brand and our global team – we are proud that we are a talented team of 18,000 individuals with unique backgrounds, perspectives and experiences. Therefore, we understand that you are much more than your day job. We encourage quality of life both within and outside of the office, and whether it is taking advantage of agile work schedules or our wellness programmes, Visa Payments Limited and Visa Inc. respects and encourages meaningful work/life balance for everyone.If you think you could support the Visa family by joining Visa Payments Limited as a Operations Analyst, we want to hear from you.You're an individual. We're the team for you. Together, let's transform the way the world pays.Job DescriptionThe Investigations Analyst supports the Visa Payments Limited Nominated Officer (N.O.) and operates within the Investigations function. The Nominated Officer means a person who is nominated to receive disclosures under Part 3 (terrorist property) of the Terrorism Act 2000(h) or Part 7 (money laundering) of the Proceeds of Crime Act 2002. This role is delegated from the Visa Payments Limited (VPL) Money Laundering Reporting Officer (MLRO) in accordance with JMLSG Guidance.The Investigations Analyst will directly support the N.O. and typical tasks will include but not limited to, the maintenance of Investigatory procedure and process such as fraud, dealing with Law Enforcement engagement(s), offering enhanced support to other intra Visa Payments Compliance functions and as appropriate, recommending improvement to control frameworks and more widely, supporting senior management in the delivery of the Suspicious Activity Regime.The Investigations Analyst will be a trust-worthy individual and maintain respect to the nature of the day to day work this role encompasses and the confidentiality it may bring. The Investigations Analyst should also maintain the appropriate behaviours to be a spokesperson to the business and communicate the Suspicious Activity Regime where possible.Whilst daily remit is detailed above, the Investigations Analyst should still maintain the aptitude to contribute to the wider risk and compliance framework, covering the following financial crime risks:Counter Terrorist Financing (CTF and Sanctions)Anti Money Laundering (AML)Anti Bribery and Corruption (ABC)What We Expect Of You, Day To Day.Identifying, supporting, and escalating actual and suspected money laundering, sanctions breaches and fraud cases internally with recommendation(s) to the Nominated Officer (N.O.), or as appropriate. Investigate internal SARs and suspected fraudulent activity reported to the compliance function. Ensuring clients are within legal parameters and are not undertaking money laundering or other criminal activities. For example, using screening and monitoring systems to assess client legitimacy (or the support of any investigation derived from it). Support the N.O., DMLRO and MLRO in ensuring that the compliance risk control framework remains aligned with external regulation and legislation, including the Money Laundering Regulations 2017 and the Payment Services Regulations 2017. Maintain accurate, up-to-date record keeping and retention of records, particularly regarding Investigations Operations (i.e., Fraud & Law Enforcement). Support the N.O. in Law Enforcement engagements. Assist in the maintenance of the Visa Payments Document Suite, ensuring all relevant policy & procedures (inc Visa Payments positions) are stored effectively and relevant communications issued. Support & collaborate in internal compliance monitoring reviews, internal/external audits where appropriate, up to and including the management of any relevant information. Assist in the production and presentation of timely and informative Management Information (M.I). Committed to learning relevant compliance legislation and regulation and in particular the EU Anti-Money Laundering Directive and the EU Payment Services Directive. Keeping up to date with all relevant legal and regulatory developments. Be utilised as a supporting element to the resolution of any other compliance issues, queries and concerns that are raised both internally and externally. Developing an appropriate level of understanding of VPL operations, payment processes and product offerings and maintaining the confidence to present where appropriate. Exemplifying the company values and promoting them in all areas of the role, both inside and outside the function. This is a hybrid position. Hybrid employees can alternate time between both remote and office. Employees in hybrid roles are expected to work from the office 2-3 set days a week (determined by leadership/site), with a general guidepost of being in the office 50% or more of the time based on business needs.QualificationsA relevant graduate degree or equivalent professional qualification/s (ICA AML, Compliance and/or Financial Crime Post-Grad Diplomas)ExperienceThe individual should have a minimum of 3 years experience in a related environment. For example, the payments / FX industries, general compliance, law enforcement, anti-fraud operations, etc. Understanding of regulatory and financial crime risks and legislative regimes related to international payments and financial services. Experience of conducting investigations. Experience of dealing with law enforcement. A good knowledge of the regulatory and legislative regimes overseeing financial services including payment institutions. Understanding of risk, risk assessment, control frameworks and risk mitigation. A good understanding of Data Protection principlesDesirableUnderstanding of operations processes and IT systems in payments processes, especially in banking and e-Commerce environments for retail and corporate payments. A history of working within an Investigation(s) function. A history of working within a Transaction Monitoring (TM) functionExperience in performing enhanced open-source searches, its types, i.e., Boolean operators, Enforced Term Operators and the result analysis. Experience & understanding of remittance environment, businesses, process flows etc. Experience in a banking payments environment useful. Personal AttributesBe able to remain resilient under pressure and having the ability to do the right thing. An eye for detail (including being able to see the bigger picture)A speak up, speak out natureCourteous and friendly in nature, a team playerBe able to communicate well and confidence to present both externally and internallyAbility to manage confidential or sensitive information appropriatelyBe motivated to learn and utilize learning opportunitiesHave the ability to work independently and efficiently to meet deadlinesMaintain a resilient approach in times of necessity to provide robust recommendation(s)Maintain an aptitude for risk management and the on-going protection of Visa PaymentsAdditional InformationVisa is an EEO Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Visa will also consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Legal,IT Services and IT Consulting
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Richmond and Wandsworth Councils,"London, England, United Kingdom",3 days ago,127 applicants,Intelligence Analyst Community Safety,"About Us Community Safety Intelligence Analyst We are recruiting a Community Safety Intelligence Analyst to join the Community Safety Team at Richmond and Wandsworth CouncilsThe Community Safety Intelligence Analyst will be responsible for leading on the provision of efficient and effective data analysis and insight, that informs the work of The Safer and Stronger Communities Team. This includes themes on; Serious Violence, Reducing Reoffending, Neighbourhoods and Anti-Social Behaviour, Hate Crime, Prevent, Violence Against Women and Girls, Community and Partnerships.About The RoleThe post holder will: Collect and analyse data across Safer and Stronger Communities using specialist software and data visualisation tools including PowerBI, infographics.  Implement an evidence-based performance framework across the service reporting back on Key Performance Indicators.  Manipulate and link different data sets, manage, clean, abstract and aggregate data alongside a range of analytical studies on the data.  Build a picture of activities in a geographical area looking at victim, offender, location, time and offence types.  Summarise and present information and recommendations to various statutory and non-statutory agencies.  Develop and maintain strong relationships with internal and external stakeholders and work with them to understand their requirements.  Learn and apply various project management tools and techniques to data projects including collating and preparing monitoring reports to central agencies as required  Identify problems in datasets, processes and offer solutions to the issue.  Review the effectiveness of your analysis  Update records and keep up to date with confidentiality and information sharing agreements. Desirable criteria is a good understanding of statistics, coding, data management, quality assurance, project management, data science techniques, mapping etc however this can be developed upon within the role.The successful candidate will be educated to degree level in a related subject area or equivalent through previous work experience.You will be open and responsive to the needs of the community and flexible in how services are delivered and developed to meet the changing needs of communities affected by crime. If you think this, is you – please apply, we’re waiting to hear from you.This is a permanent full-time role for 36 hours per week. The post holder will be expected to work flexibly across two locations (Wandsworth Town Hall and Richmond Civic Centre) as well as working from home arrangements. Occasionally you may be asked to work in the evening or weekend to attend and support the team at a community forum or evening event, notice will be provided. Interview The Interviews will be in person at Wandsworth Town Hall, Wandsworth High Street, SW18 2PU.There will be a test as part of the interview process. Contact details For a further discussion on this post please contact Zoe Lyons – Neighbourhoods and Criminal Justice Manager on 07971005994. Agile working At Richmond and Wandsworth Councils, we care more about how you work and what you achieve, rather than where you work on any given day . The difference you can make to our local communities is what really matters most to us, service delivery must always come first. We have carefully considered agile ways of working to provide the best experience for residents, stakeholders and our staff. Our agile working strategy actively supports and encourages a dynamic work environment and daily working experience. Agile working helps put the needs of our staff at the centre of everything we do, so if specific flexible working arrangements helps you with this, feel free to let us know.Your wellbeing and the flexible way in which you can work is and will remain a key priority for Richmond and Wandsworth Councils. We want you to thrive and feel empowered in your work!BenefitsWe also offer a generous holiday allowance of 40 paid days (pro rata) including bank holidays and a wide range of learning and development opportunities.In addition, we offer a comprehensive range of staff benefits such as membership of the Local Government pension scheme, childcare vouchers, new technology scheme, interest-free loans on annual travel cards, discounts with many leisure activities, restaurants, shops and other establishments. Indicative Recruitment Timeline  Closing Date: 11:59pm on Sunday 10 th March 2024  Shortlisting Date: Monday 11 th & 13 th March 2024  Interview Date: Tuesday 19 th March and Wednesday 20 th March 2024 Useful Information: The closing date is given as a guide. We reserve the right to close this vacancy once a sufficient number of applications has been received. We strongly advise you to complete your application as soon as possible to avoid disappointment. Equality Statement We particularly welcome applications from sections of the community who are currently underrepresented within our teams. This campaign is anonymised.Richmond and Wandsworth Councils are committed to making our recruitment practices as inclusive as possible for everyone. We are committed to promoting equality and diversity and developing a culture that values differences, recognising that employees from a variety of backgrounds bring important and positive contributions to the Councils and can improve the way we deliver services. We are proud to be a Disability Confident employer. Important Information Richmond and Wandsworth Councils are committed to safeguarding and promoting the welfare of children and young people/vulnerable adults and expects all staff and volunteers to share this commitment.Richmond and Wandsworth CouncilsAttached documents Job Profile  Anonymised Application Guide for candidates.pdf



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Other, Information Technology, and Management",Government Administration
,,,,,,,,,
Capgemini Invent,"London, England, United Kingdom",3 days ago,86 applicants,Senior Consultant - Analytics & Artificial Intelligence - Data Science,"Get The Future You WantAs a globally renowned technology and digital leader, we have the responsibility, the ambition, and the means to contribute to solving major societal questions that are shaping our future world. Invent for Society aims to value how social impact is part of the fabric of what we do.An Overview Of The RoleIn a world of globalisation and constant innovation organisations are creating, consuming, and transforming unprecedented volumes of data. We endeavour to work alongside our clients to extract and leverage key insights driven by our Data Science and Analytics expertise and capabilities.It’s an exciting time to join our Data Science Team as we grow together to keep up with client demand and launch offerings to the market. In your role, you will partner with our clients to deliver outcomes through the application of cutting-edge data science methods.Are you passionate about Data Science and Analytics - and believe it is the key to unlocking business value? Then read on and reach out!The WorkNo matter the project or customer, your work will have a meaningful impact on society, businesses and lives. It’s really rewarding. And it’s also really varied. You’ll potentially work on a huge variety of projects (some larger than others), so you could gain lots of experience in a short amount of time.Why this role?You Will Be Working Alongside Others To Deliver Market Leading Data Science And Analytics Solutions For Our Clients, Across Multiple Industries And Market Segments. SpecificallyYou will support the delivery of our Data Science and Analytics projects and, working closely with your colleagues, ensure Client expectations are met at all stages.You will continue to develop new skills in the fields of Data Science and Analytics, with support from your colleagues, to ensure that current methods are used where appropriate.You will support the development on internal initiatives related to the fields of Data Science and Analytics, to ensure capability growth as well as for Business Development purposes.You will seek to deliver work in a structured manner, finding a balance between creativity and practicality to ensure we meet client standards efficiently within the agreed timescales.You will work effectively in a team, supporting your peers in delivering at pace and meeting our own high internal standards of output and delivery.We’d Love To Meet Someone WithExperience in working within the fields of Data Science and Analytics, with a proven track record of successfully delivered work across the ML lifecycle.Strong stakeholder management and presentation skills, with experience in enabling clients to better understand and derive better value and insights from their data,A desire to provide solutions to the real-world issues and challenges with data that our clients face regularly.Strong foundation in statistical modelling, natural language processing, time-series analysis, spatial analysis, and mathematical modelling methodologies.Architectural and/or feature knowledge of one or more of the listed AI Platforms: Google Cloud Platform, Amazon Web Services, Microsoft Azure, Databricks.Architectural and/or feature knowledge of one or more of the listed Languages or Packages: Python, R, Pyspark, Scala, PowerBI, Tableau.Proven ability to be successful in a matrixed organisation, and to enlist support and commitment from peers in selling and delivering consulting solutions.Experience of proposition building and delivery.Currently working in a major Consulting firm, and/or in industry but having a Consulting background.Why Capgemini is UniqueAt Capgemini we don’t just believe in Diversity & Inclusion, we actively go out to making it a working reality. Driven by our core values and Active Inclusion Campaign, we build environments where you can bring you whole self to work.We aim to build an environment where employees can enjoy a positive work-life balance. Through our New Normal campaign, we are looking to embed hybrid working in all that we do and make flexible working arrangements the day-to-day reality for our people. All UK employees are eligible to request flexible working arrangements.Employee wellbeing is vitally important to us as an organisation. We see a healthy and happy workforce a critical component for us to achieve our organisational ambitions. To help support wellbeing we have trained ‘Mental Health Champions’ across each of our business areas. We have also invested in wellbeing apps such as Thrive and Peppy.Collaboration and InnovationWe really believe in creating a partnership with our customers. Using our Accelerated Solutions Environment (ASE), you’ll get to know the customer’s needs and challenges, demo innovative solutions and quickly solve problems. It’ll help you discover unexpected answers together.Learning and developmentThere’s an endless amount to learn at Capgemini, and an endless number of ways to do so. So, you’ll also have unique training opportunities to take advantage of. Some of our consultants even have the chance to go to Les Fontaine (near Paris, France), where we host a conference.Outside of dedicated training, everyone makes time to help and support one another - collaboration is encouraged across all of our teams.CSRWe’re also focused on using tech to have a positive social impact. So, we’re working to reduce our own carbon footprint and improve everyone’s access to a digital world. It’s something we’re really serious about. In fact, we were even named as one of the world’s most ethical companies by the Ethisphere Institute for the 10th year. When you join Capgemini, you’ll join a team that does the right thing.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Business Consulting and Services
,,,,,,,,,
,,,,,,,,,
